"","ConI1I2","ConI1I3","ConI1I4","ConI2I1","ConI2I3","ConI2I4","ConI3I1","ConI3I2","ConI3I4","ConI4I1","ConI4I2","ConI4I3","ConPI1","ConPI2","ConPI3","ConPI4","PV_flight","A1","A2","A3","A4","gam1","gam2","gam3","gam4","NPV"
"1",1.19700900103586,1.79473162040127,2.3975188084102,1.13649430491901,1.81103620008814,1.17892138379707,1.76948636147088,1.79802015694402,0.418059961716169,2.47733140446142,1.17947428646528,0.458360065086983,0.677490333671115,0.31920293672841,0.645093317308099,0.552922904487165,87.5555555555556,150,150,100,300,0.00025,-0.00025,0.001,0.001,56.68
"2",1.37075140887178,1.60970344971765,2.60325642699712,1.36975427033358,1.84812213743068,1.36410609968334,1.54530808753608,1.7789007606958,0.423595055909823,2.5309527197077,1.2751302981878,0.415628233491539,0.744081123687507,0.331882735743795,0.567922591013888,0.612526557161186,91.7530864197531,250,150,300,250,0.0015,0.001,0.00025,0.001,56.29
"3",1.19780484639469,1.97451807933559,2.69094148851362,1.27529330490696,1.81989665706682,1.24766690020395,1.9686476994682,1.8102380736519,0.472950892723243,2.69290869905026,1.22384446605437,0.423162809303109,0.789123961268642,0.366094214049337,0.603889792966125,0.580476781791168,89.037037037037,300,150,200,100,0.00125,0.001,0.001,0.00175,57.09
"4",1.21605406096292,1.81504669680625,2.68450623666379,1.21888926420302,1.76388647499602,1.28199615182229,1.8897735482525,1.81035674713492,0.496254212597989,2.73216401656878,1.3475321396479,0.447281255742964,0.814661126598787,0.296873063788459,0.614406211479759,0.583760674091794,84.3456790123457,150,100,300,150,0,-5e-04,0.00075,0.0015,56.93
"5",1.10437390561174,1.68800189339154,2.57377049542869,1.11253939257191,1.77323540492474,1.37589954025215,1.77193471730701,1.80451903971006,0.473014237023452,2.59349421637012,1.29835639168857,0.512748374333087,0.711181706268917,0.323542112324841,0.605967308028968,0.704893863063563,86.5185185185185,150,250,200,100,0.002,5e-04,0.00025,0.00125,56.61
"6",1.06391215843966,1.97903791419757,2.53892531453191,1.11666745425578,1.85979495114399,1.18682351071351,2.04810451355797,1.85359330976032,0.486486949385012,2.56123991688222,1.18882343461457,0.435145391967922,0.733778937789948,0.33066807765769,0.642868258608524,0.596882108036114,88.9382716049383,200,200,300,100,5e-04,0.00175,0.00075,0.00175,57.36
"7",1.1163941161122,2.03630407729786,2.74575400685774,1.18724536644786,1.94958589732697,1.44834807203076,2.03814310063417,1.96226679400193,0.469135641583066,2.69683178685048,1.43292079894671,0.512859846601814,0.734508727802609,0.350292268081943,0.659528868361225,0.680305027626811,87.9012345679012,150,150,200,250,5e-04,0,0.002,5e-04,57.17
"8",1.35659070553937,1.85313521084285,2.6749920651092,1.27890773266638,1.88834491988664,1.31759446104331,1.84007155489915,1.88875907293116,0.434973698986517,2.69861108219003,1.39996278515032,0.431533830339514,0.836738843478654,0.374250512468826,0.634755803484136,0.590548068802831,90.6172839506173,300,250,150,250,0.00025,0.001,0.002,0.00075,56.99
"9",1.15834559861026,1.79023519823654,2.58777894604663,1.19883178046413,1.97974784543547,1.29294493905651,1.77674838225453,1.90833035296068,0.473669993270994,2.6121785505106,1.29916134628512,0.463446360567893,0.684132531017812,0.353369399367104,0.664928836862086,0.649365404177878,92.3950617283951,200,150,150,100,0.00125,-5e-04,0.0015,0,56.39
"10",1.15162827657506,1.66440486680894,2.4368852549021,1.13614094000616,1.7679241867138,1.23185077178918,1.66925978112094,1.75040572832198,0.423265194776325,2.44004974805151,1.15500139245708,0.426241437134184,0.760329137183073,0.346772374849309,0.552345203762446,0.53356924933926,91.7530864197531,100,250,150,300,0.00075,-0.00025,0,0.00125,56.9
